timestamp,OHLC_bfly,OHLC_bfnx,OHLC_bnus,OHLC_btrx,OHLC_cbse,OHLC_gmni,OHLC_itbi,OHLC_krkn,OHLC_lmax,OHLC_okcn,OHLC_stmp
2021-02-24 05:00:00,NO TRADES,"{'Open': 50611.0, 'High': 51062.75, 'Low': 49971.54, 'Close': 50371.0}","{'Open': 50656.06, 'High': 51026.61, 'Low': 49986.0, 'Close': 50398.29}","{'Open': 50676.45, 'High': 51030.52, 'Low': 50011.97, 'Close': 50406.68}","{'Open': 50655.08, 'High': 51025.09, 'Low': 49992.83, 'Close': 50394.38}","{'Open': 50713.91, 'High': 51014.44, 'Low': 50007.01, 'Close': 50406.91}","{'Open': 50656.5, 'High': 51044.5, 'Low': 50016.0, 'Close': 50414.0}","{'Open': 50647.5, 'High': 51046.25, 'Low': 50022.5, 'Close': 50406.6}","{'Open': 50761.3, 'High': 51032.5, 'Low': 50028.5, 'Close': 50377.5}","{'Open': 50721.28, 'High': 51044.41, 'Low': 50019.98, 'Close': 50432.42}","{'Open': 50665.34, 'High': 51039.0, 'Low': 50000.0, 'Close': 50396.77}"
2021-02-24 05:30:00,NO TRADES,"{'Open': 50342.0, 'High': 50499.31, 'Low': 50124.7, 'Close': 50166.0}","{'Open': 50382.74, 'High': 50525.03, 'Low': 50198.19, 'Close': 50217.25}","{'Open': 50416.47, 'High': 50547.73, 'Low': 50240.6, 'Close': 50246.58}","{'Open': 50394.38, 'High': 50553.95, 'Low': 50198.34, 'Close': 50225.89}","{'Open': 50378.51, 'High': 50546.71, 'Low': 50202.82, 'Close': 50212.6}","{'Open': 50402.06, 'High': 50552.25, 'Low': 50209.0, 'Close': 50234.5}","{'Open': 50400.3, 'High': 50538.7, 'Low': 50204.5, 'Close': 50204.8}","{'Open': 50379.0, 'High': 50543.5, 'Low': 50236.5, 'Close': 50236.5}","{'Open': 50400.81, 'High': 50539.71, 'Low': 50226.92, 'Close': 50250.84}","{'Open': 50379.76, 'High': 50552.88, 'Low': 50200.0, 'Close': 50245.64}"
2021-02-24 06:00:00,"{'Open': 50050.8, 'High': 50050.8, 'Low': 49656.52, 'Close': 49656.52}","{'Open': 50167.0, 'High': 50638.67, 'Low': 49370.18, 'Close': 49598.0}","{'Open': 50211.36, 'High': 50678.4, 'Low': 49462.65, 'Close': 49692.25}","{'Open': 50232.1, 'High': 50699.1, 'Low': 49504.61, 'Close': 49653.23}","{'Open': 50234.41, 'High': 50689.14, 'Low': 49454.42, 'Close': 49661.64}","{'Open': 50253.37, 'High': 50702.67, 'Low': 49456.29, 'Close': 49606.04}","{'Open': 50248.25, 'High': 50687.75, 'Low': 49500.25, 'Close': 49668.5}","{'Open': 50235.4, 'High': 50688.9, 'Low': 49439.92, 'Close': 49633.0}","{'Open': 50225.5, 'High': 50691.0, 'Low': 49478.0, 'Close': 49677.5}","{'Open': 50493.24, 'High': 50654.01, 'Low': 49496.23, 'Close': 49738.74}","{'Open': 50262.87, 'High': 50693.6, 'Low': 49461.16, 'Close': 49688.98}"
2021-02-24 06:30:00,"{'Open': 49923.2, 'High': 50018.9, 'Low': 49923.2, 'Close': 50018.9}","{'Open': 49596.0, 'High': 50338.0, 'Low': 49530.47, 'Close': 50034.0}","{'Open': 49674.54, 'High': 50443.67, 'Low': 49571.07, 'Close': 50093.88}","{'Open': 49644.43, 'High': 50400.0, 'Low': 49640.53, 'Close': 50119.51}","{'Open': 49645.01, 'High': 50400.0, 'Low': 49551.5, 'Close': 50098.57}","{'Open': 49642.27, 'High': 50415.88, 'Low': 49546.79, 'Close': 50140.49}","{'Open': 49687.25, 'High': 50419.75, 'Low': 49602.12, 'Close': 50104.75}","{'Open': 49647.4, 'High': 50386.1, 'Low': 49597.9, 'Close': 50110.2}","{'Open': 49644.5, 'High': 50389.5, 'Low': 49589.5, 'Close': 50096.0}","{'Open': 49689.23, 'High': 50423.11, 'Low': 49608.92, 'Close': 50104.04}","{'Open': 49673.99, 'High': 50385.57, 'Low': 49575.0, 'Close': 50109.14}"
2021-02-24 07:00:00,"{'Open': 49680.1, 'High': 49680.1, 'Low': 49680.1, 'Close': 49680.1}","{'Open': 50035.0, 'High': 50113.44, 'Low': 49476.28, 'Close': 49626.0}","{'Open': 50091.48, 'High': 50140.69, 'Low': 49512.41, 'Close': 49673.11}","{'Open': 50114.94, 'High': 50173.29, 'Low': 49570.91, 'Close': 49693.54}","{'Open': 50093.76, 'High': 50164.93, 'Low': 49528.18, 'Close': 49696.16}","{'Open': 50125.63, 'High': 50183.63, 'Low': 49539.91, 'Close': 49679.13}","{'Open': 50104.75, 'High': 50199.25, 'Low': 49555.25, 'Close': 49691.12}","{'Open': 50110.2, 'High': 50175.25, 'Low': 49548.6, 'Close': 49682.33}","{'Open': 50099.75, 'High': 50182.5, 'Low': 49566.0, 'Close': 49678.5}","{'Open': 50206.4, 'High': 50206.4, 'Low': 49567.23, 'Close': 49739.65}","{'Open': 50095.36, 'High': 50166.46, 'Low': 49531.41, 'Close': 49702.15}"
2021-02-24 07:30:00,NO TRADES,"{'Open': 49659.0, 'High': 50319.58, 'Low': 49659.0, 'Close': 50050.0}","{'Open': 49712.98, 'High': 50319.39, 'Low': 49712.98, 'Close': 50042.91}","{'Open': 49717.74, 'High': 50346.99, 'Low': 49717.75, 'Close': 50111.73}","{'Open': 49700.91, 'High': 50350.0, 'Low': 49700.91, 'Close': 50074.33}","{'Open': 49711.15, 'High': 50355.07, 'Low': 49711.15, 'Close': 50095.0}","{'Open': 49713.25, 'High': 50327.75, 'Low': 49713.25, 'Close': 50085.5}","{'Open': 49700.0, 'High': 50367.54, 'Low': 49700.0, 'Close': 50140.7}","{'Open': 49720.0, 'High': 50358.5, 'Low': 49720.0, 'Close': 50078.0}","{'Open': 49801.05, 'High': 50345.18, 'Low': 49801.05, 'Close': 50078.48}","{'Open': 49712.25, 'High': 50348.8, 'Low': 49712.25, 'Close': 50060.64}"
2021-02-24 08:00:00,"{'Open': 49890.34, 'High': 50410.65, 'Low': 49890.34, 'Close': 50410.65}","{'Open': 50051.0, 'High': 50920.17, 'Low': 49792.62, 'Close': 50662.0}","{'Open': 50089.2, 'High': 50884.71, 'Low': 49818.38, 'Close': 50602.84}","{'Open': 50105.15, 'High': 50915.78, 'Low': 49840.0, 'Close': 50653.69}","{'Open': 50070.83, 'High': 50887.97, 'Low': 49789.69, 'Close': 50643.76}","{'Open': 50072.4, 'High': 50899.0, 'Low': 49845.77, 'Close': 50596.94}","{'Open': 50109.5, 'High': 50905.0, 'Low': 49842.0, 'Close': 50670.75}","{'Open': 50140.7, 'High': 50892.95, 'Low': 49824.72, 'Close': 50684.4}","{'Open': 50045.75, 'High': 50888.0, 'Low': 49777.13, 'Close': 50673.0}","{'Open': 50124.68, 'High': 50881.7, 'Low': 49822.92, 'Close': 50637.39}","{'Open': 50100.0, 'High': 50906.05, 'Low': 49814.49, 'Close': 50633.95}"
2021-02-24 08:30:00,"{'Open': 50726.45, 'High': 50726.45, 'Low': 50726.45, 'Close': 50726.45}","{'Open': 50641.0, 'High': 50864.0, 'Low': 50287.0, 'Close': 50600.17}","{'Open': 50657.58, 'High': 50876.97, 'Low': 50306.48, 'Close': 50658.05}","{'Open': 50686.15, 'High': 50902.55, 'Low': 50346.14, 'Close': 50679.16}","{'Open': 50644.06, 'High': 50889.63, 'Low': 50338.02, 'Close': 50664.24}","{'Open': 50649.48, 'High': 50904.42, 'Low': 50302.63, 'Close': 50684.06}","{'Open': 50670.0, 'High': 50863.75, 'Low': 50400.0, 'Close': 50680.25}","{'Open': 50671.1, 'High': 50912.5, 'Low': 50350.2, 'Close': 50682.8}","{'Open': 50665.0, 'High': 50888.0, 'Low': 50340.75, 'Close': 50674.5}","{'Open': 50648.67, 'High': 50865.88, 'Low': 50335.45, 'Close': 50676.57}","{'Open': 50643.59, 'High': 50977.59, 'Low': 50340.01, 'Close': 50700.14}"
2021-02-24 09:00:00,"{'Open': 50890.43, 'High': 50900.0, 'Low': 50890.43, 'Close': 50900.0}","{'Open': 50620.8, 'High': 50895.33, 'Low': 50293.0, 'Close': 50713.0}","{'Open': 50667.96, 'High': 50999.15, 'Low': 50362.72, 'Close': 50767.53}","{'Open': 50699.12, 'High': 51000.98, 'Low': 50365.92, 'Close': 50805.27}","{'Open': 50664.18, 'High': 50991.3, 'Low': 50368.65, 'Close': 50787.29}","{'Open': 50689.09, 'High': 51022.9, 'Low': 50375.08, 'Close': 50791.01}","{'Open': 50680.25, 'High': 50990.0, 'Low': 50420.62, 'Close': 50800.75}","{'Open': 50682.9, 'High': 50978.4, 'Low': 50380.7, 'Close': 50814.8}","{'Open': 50679.5, 'High': 50986.08, 'Low': 50389.0, 'Close': 50776.0}","{'Open': 50665.65, 'High': 50978.83, 'Low': 50372.51, 'Close': 50777.48}","{'Open': 50673.74, 'High': 51018.86, 'Low': 50389.98, 'Close': 50817.78}"
2021-02-24 09:30:00,"{'Open': 50907.35, 'High': 50907.35, 'Low': 50846.85, 'Close': 50846.85}","{'Open': 50702.0, 'High': 51323.78, 'Low': 50695.5, 'Close': 50809.0}","{'Open': 50772.54, 'High': 51402.65, 'Low': 50772.54, 'Close': 50904.26}","{'Open': 50805.27, 'High': 51408.64, 'Low': 50805.27, 'Close': 50970.65}","{'Open': 50796.87, 'High': 51412.09, 'Low': 50796.77, 'Close': 50902.89}","{'Open': 50810.3, 'High': 51421.74, 'Low': 50789.26, 'Close': 50909.66}","{'Open': 50810.0, 'High': 51397.0, 'Low': 50796.0, 'Close': 50929.5}","{'Open': 50843.9, 'High': 51430.9, 'Low': 50801.0, 'Close': 50900.0}","{'Open': 50834.0, 'High': 51449.5, 'Low': 50800.0, 'Close': 50896.5}","{'Open': 50788.02, 'High': 51421.71, 'Low': 50788.02, 'Close': 50899.67}","{'Open': 50797.05, 'High': 51421.33, 'Low': 50797.05, 'Close': 50889.26}"
2021-02-24 10:00:00,NO TRADES,"{'Open': 50809.0, 'High': 50954.0, 'Low': 50069.0, 'Close': 50379.5}","{'Open': 50908.49, 'High': 51042.97, 'Low': 50178.57, 'Close': 50452.62}","{'Open': 50981.64, 'High': 51088.36, 'Low': 50232.81, 'Close': 50488.79}","{'Open': 50906.0, 'High': 51050.4, 'Low': 50173.9, 'Close': 50448.15}","{'Open': 50915.34, 'High': 51043.25, 'Low': 50185.75, 'Close': 50455.23}","{'Open': 50956.35, 'High': 51032.3, 'Low': 50198.25, 'Close': 50450.38}","{'Open': 50900.0, 'High': 51053.15, 'Low': 50224.3, 'Close': 50474.9}","{'Open': 50995.75, 'High': 51068.2, 'Low': 50198.5, 'Close': 50568.5}","{'Open': 50905.82, 'High': 51041.91, 'Low': 50255.76, 'Close': 50472.94}","{'Open': 50923.48, 'High': 51051.0, 'Low': 50177.01, 'Close': 50434.52}"
2021-02-24 10:30:00,"{'Open': 50544.26, 'High': 50544.26, 'Low': 50486.11, 'Close': 50486.11}","{'Open': 50353.0, 'High': 50500.0, 'Low': 50050.0, 'Close': 50057.0}","{'Open': 50435.31, 'High': 50621.67, 'Low': 50099.84, 'Close': 50111.98}","{'Open': 50487.46, 'High': 50657.83, 'Low': 50142.85, 'Close': 50159.45}","{'Open': 50458.24, 'High': 50640.39, 'Low': 50118.1, 'Close': 50131.96}","{'Open': 50442.21, 'High': 50644.76, 'Low': 50121.89, 'Close': 50121.89}","{'Open': 50495.75, 'High': 50647.75, 'Low': 50127.25, 'Close': 50140.25}","{'Open': 50474.8, 'High': 50661.9, 'Low': 50150.0, 'Close': 50150.1}","{'Open': 50473.0, 'High': 50671.5, 'Low': 50127.5, 'Close': 50136.5}","{'Open': 50470.28, 'High': 50646.41, 'Low': 50124.23, 'Close': 50144.41}","{'Open': 50455.27, 'High': 50647.74, 'Low': 50099.99, 'Close': 50115.03}"
2021-02-24 11:00:00,"{'Open': 50500.0, 'High': 50500.0, 'Low': 50436.16, 'Close': 50436.16}","{'Open': 50057.0, 'High': 50832.36, 'Low': 50057.0, 'Close': 50685.0}","{'Open': 50113.4, 'High': 50903.34, 'Low': 50113.4, 'Close': 50765.68}","{'Open': 50133.81, 'High': 50914.53, 'Low': 50133.81, 'Close': 50784.04}","{'Open': 50129.7, 'High': 50929.13, 'Low': 50129.7, 'Close': 50777.86}","{'Open': 50152.87, 'High': 50957.67, 'Low': 50121.89, 'Close': 50778.39}","{'Open': 50174.75, 'High': 50918.25, 'Low': 50174.75, 'Close': 50800.25}","{'Open': 50150.6, 'High': 50904.75, 'Low': 50150.6, 'Close': 50770.0}","{'Open': 50160.5, 'High': 50910.5, 'Low': 50157.88, 'Close': 50769.0}","{'Open': 50140.45, 'High': 50924.23, 'Low': 50140.45, 'Close': 50767.93}","{'Open': 50127.96, 'High': 50920.97, 'Low': 50127.39, 'Close': 50778.74}"
2021-02-24 11:30:00,"{'Open': 50702.08, 'High': 50702.08, 'Low': 50702.08, 'Close': 50702.08}","{'Open': 50685.0, 'High': 50798.0, 'Low': 50200.0, 'Close': 50324.0}","{'Open': 50757.43, 'High': 50872.93, 'Low': 50248.19, 'Close': 50390.43}","{'Open': 50781.34, 'High': 50860.69, 'Low': 50266.47, 'Close': 50397.34}","{'Open': 50776.79, 'High': 50893.21, 'Low': 50222.23, 'Close': 50380.0}","{'Open': 50788.33, 'High': 50878.93, 'Low': 50238.25, 'Close': 50387.33}","{'Open': 50800.25, 'High': 50849.66, 'Low': 50231.5, 'Close': 50400.25}","{'Open': 50769.2, 'High': 50885.4, 'Low': 50242.6, 'Close': 50392.1}","{'Open': 50767.5, 'High': 50885.5, 'Low': 50220.0, 'Close': 50388.5}","{'Open': 50766.28, 'High': 50887.84, 'Low': 50281.62, 'Close': 50377.79}","{'Open': 50779.4, 'High': 50867.74, 'Low': 50222.21, 'Close': 50381.65}"
2021-02-24 12:00:00,"{'Open': 51078.18, 'High': 51078.18, 'Low': 51078.18, 'Close': 51078.18}","{'Open': 50339.0, 'High': 51125.0, 'Low': 50326.0, 'Close': 51088.0}","{'Open': 50397.48, 'High': 51189.76, 'Low': 50359.1, 'Close': 51143.47}","{'Open': 50397.3, 'High': 51194.01, 'Low': 50391.13, 'Close': 51157.91}","{'Open': 50383.09, 'High': 51205.57, 'Low': 50370.92, 'Close': 51140.46}","{'Open': 50395.7, 'High': 51211.94, 'Low': 50382.21, 'Close': 51138.52}","{'Open': 50402.25, 'High': 51227.0, 'Low': 50400.25, 'Close': 51130.5}","{'Open': 50392.13, 'High': 51174.9, 'Low': 50384.41, 'Close': 51132.5}","{'Open': 50397.1, 'High': 51201.0, 'Low': 50388.54, 'Close': 51153.5}","{'Open': 50406.27, 'High': 51201.51, 'Low': 50383.33, 'Close': 51141.31}","{'Open': 50408.26, 'High': 51203.95, 'Low': 50373.39, 'Close': 51129.68}"
2021-02-24 12:30:00,"{'Open': 51229.87, 'High': 51229.87, 'Low': 51229.87, 'Close': 51229.87}","{'Open': 51091.0, 'High': 51200.0, 'Low': 50604.0, 'Close': 50725.9}","{'Open': 51136.13, 'High': 51315.46, 'Low': 50661.52, 'Close': 50744.2}","{'Open': 51154.24, 'High': 51300.0, 'Low': 50685.79, 'Close': 50774.4}","{'Open': 51153.01, 'High': 51315.05, 'Low': 50648.91, 'Close': 50738.3}","{'Open': 51158.86, 'High': 51340.6, 'Low': 50636.27, 'Close': 50742.99}","{'Open': 51167.5, 'High': 51311.31, 'Low': 50687.75, 'Close': 50734.0}","{'Open': 51138.9, 'High': 51283.3, 'Low': 50685.61, 'Close': 50746.3}","{'Open': 51140.0, 'High': 51297.5, 'Low': 50648.0, 'Close': 50714.5}","{'Open': 51131.69, 'High': 51338.42, 'Low': 50702.42, 'Close': 50734.95}","{'Open': 51137.52, 'High': 51310.99, 'Low': 50626.99, 'Close': 50709.43}"
2021-02-24 13:00:00,"{'Open': 50500.0, 'High': 50500.0, 'Low': 49560.79, 'Close': 49560.79}","{'Open': 50715.33, 'High': 51055.0, 'Low': 49416.72, 'Close': 49575.0}","{'Open': 50758.51, 'High': 51080.27, 'Low': 49449.69, 'Close': 49618.54}","{'Open': 50761.77, 'High': 51089.15, 'Low': 49535.98, 'Close': 49660.0}","{'Open': 50738.3, 'High': 51112.82, 'Low': 49491.85, 'Close': 49614.87}","{'Open': 50784.52, 'High': 51110.88, 'Low': 49485.0, 'Close': 49598.12}","{'Open': 50762.75, 'High': 51095.25, 'Low': 49528.91, 'Close': 49624.0}","{'Open': 50760.0, 'High': 51097.3, 'Low': 49525.14, 'Close': 49609.92}","{'Open': 50788.0, 'High': 51089.5, 'Low': 49483.22, 'Close': 49595.0}","{'Open': 50775.85, 'High': 51105.22, 'Low': 49521.89, 'Close': 49618.62}","{'Open': 50745.92, 'High': 51088.87, 'Low': 49500.18, 'Close': 49606.85}"
2021-02-24 13:30:00,"{'Open': 49325.3, 'High': 49870.34, 'Low': 49172.1, 'Close': 49699.0}","{'Open': 49574.33, 'High': 49831.95, 'Low': 49056.72, 'Close': 49493.96}","{'Open': 49624.96, 'High': 49852.85, 'Low': 49058.18, 'Close': 49468.85}","{'Open': 49663.49, 'High': 49878.08, 'Low': 49100.0, 'Close': 49514.99}","{'Open': 49713.28, 'High': 49865.72, 'Low': 49020.75, 'Close': 49479.41}","{'Open': 49620.52, 'High': 49873.56, 'Low': 48995.06, 'Close': 49470.1}","{'Open': 49654.75, 'High': 49872.75, 'Low': 49082.25, 'Close': 49506.75}","{'Open': 49646.1, 'High': 49864.4, 'Low': 49108.74, 'Close': 49476.3}","{'Open': 49723.0, 'High': 49853.75, 'Low': 49045.0, 'Close': 49468.0}","{'Open': 49627.76, 'High': 49884.03, 'Low': 49108.01, 'Close': 49502.71}","{'Open': 49620.0, 'High': 49863.23, 'Low': 49053.01, 'Close': 49494.86}"
