timestamp,vwmp_bfly,vwmp_bfnx,vwmp_bnus,vwmp_btrx,vwmp_cbse,vwmp_gmni,vwmp_itbi,vwmp_krkn,vwmp_lmax,vwmp_okcn,vwmp_stmp,Global_mean
2021-02-24 00:00:00,48263.33,47595.97,47841.56,47679.13,47848.33,48071.06,47687.0,47372.2,47758.48,47795.03,47995.85,47809.81272727272
2021-02-24 00:30:00,48128.62,47703.33,47708.58,47771.01,47747.85,47732.58,47680.0,47735.85,47718.47,48000.0,47771.02,47790.66454545455
2021-02-24 01:00:00,48934.14,49000.04,48847.87,48965.34,48944.6,48854.8,49016.25,48834.94,48807.13,48874.96,49000.0,48916.37
2021-02-24 01:30:00,49818.51,49728.76,49680.9,49791.47,49710.32,49832.02,49700.11,49625.31,49728.5,49855.89,49716.76,49744.41363636364
2021-02-24 02:00:00,50200.0,50243.94,50145.01,50237.66,50180.26,50216.75,50289.75,50166.65,50183.5,50144.46,50219.44,50202.49272727273
2021-02-24 02:30:00,NO TRADES,50300.0,50301.89,50313.68,50326.61,50330.97,50267.42,50311.1,50311.33,50294.39,50338.98,50309.637
2021-02-24 03:00:00,NO TRADES,50306.19,50348.7,50488.86,50374.49,50452.08,50324.62,50380.33,50370.75,50352.96,50389.09,50378.80700000001
2021-02-24 03:30:00,50948.0,50800.0,50777.87,50777.0,50554.25,50526.83,50649.0,50724.1,50397.15,50793.51,50672.07,50692.707272727275
2021-02-24 04:00:00,51019.92,51058.0,51030.03,51105.12,51102.73,51072.62,51094.62,51075.9,51117.5,51218.46,51117.17,51092.00636363637
2021-02-24 04:30:00,NO TRADES,50678.4,50703.8,50814.87,50714.35,50686.65,50755.5,50709.46,50648.25,50680.57,50770.95,50716.280000000006
2021-02-24 05:00:00,NO TRADES,50273.24,50273.5,50734.84,50675.44,50818.0,50350.06,50313.38,50384.0,50228.1,50514.26,50456.481999999996
2021-02-24 05:30:00,NO TRADES,50292.69,50353.54,50384.46,50381.32,50370.15,50388.79,50391.0,50349.67,50405.68,50371.8,50368.909999999996
2021-02-24 06:00:00,49656.52,49525.38,49900.0,49887.29,49912.55,49867.02,49779.08,49769.49,50118.0,49886.35,49875.34,49834.274545454544
2021-02-24 06:30:00,50018.9,49877.5,50079.88,50031.2,49891.08,49850.59,49739.58,49881.54,49920.0,49902.12,49861.84,49914.020909090905
2021-02-24 07:00:00,49680.1,49728.0,49569.32,49950.93,49800.0,49817.43,49920.88,49852.3,49803.5,49807.9,49805.17,49794.13909090909
2021-02-24 07:30:00,NO TRADES,50063.0,50082.51,50200.0,50125.91,50159.94,50121.92,50119.5,50114.5,50142.0,50114.49,50124.377
2021-02-24 08:00:00,49890.34,50704.82,50576.8,50600.0,50505.65,50094.83,50609.75,50599.79,50488.0,50317.65,50583.28,50451.90090909091
2021-02-24 08:30:00,50726.45,50508.06,50667.17,50734.94,50669.47,50649.48,50696.5,50672.0,50666.0,50724.51,50690.94,50673.229090909095
2021-02-24 09:00:00,50900.0,50685.36,50780.87,50706.25,50750.88,50576.18,50584.25,50804.3,50787.17,50831.19,50809.42,50746.89727272727
2021-02-24 09:30:00,50846.85,50931.38,50999.0,51186.05,51083.82,51194.36,51178.7,51103.42,51236.25,51155.96,51120.61,51094.218181818185
2021-02-24 10:00:00,NO TRADES,50508.33,50517.47,50830.4,50523.88,50504.98,50589.25,50703.62,50578.75,50594.92,50616.64,50596.824
2021-02-24 10:30:00,50544.26,50440.56,50466.38,50400.0,50467.43,50496.35,50575.5,50538.07,50458.25,50393.77,50518.6,50481.74272727273
2021-02-24 11:00:00,50500.0,50476.27,50494.08,50600.0,50475.18,50410.28,50460.0,50486.1,50575.07,50675.18,50434.62,50507.88909090909
2021-02-24 11:30:00,50702.08,50604.82,50427.29,50390.28,50419.25,50414.56,50430.0,50478.7,50399.98,50381.03,50446.72,50463.15545454545
2021-02-24 12:00:00,51078.18,50975.0,50718.03,50797.78,50843.81,51006.44,50831.75,50801.0,50852.75,50961.46,50962.98,50893.56181818182
2021-02-24 12:30:00,51229.87,51125.0,51131.69,50980.58,51012.27,50961.06,51147.7,50961.6,50945.27,51029.5,51000.77,51047.75545454546
2021-02-24 13:00:00,50124.32,49829.33,49912.98,49832.94,49951.05,49930.65,49898.25,49900.0,50059.65,50509.14,50491.84,50040.01363636364
2021-02-24 13:30:00,49634.04,49358.01,49427.96,49423.59,49436.97,49449.07,49498.67,49430.17,49341.75,49484.41,49382.84,49442.49818181818
2021-02-24 14:00:00,49282.8,49483.74,49535.14,49494.0,49492.65,49416.95,49503.25,49474.14,49415.17,49441.72,49540.0,49461.778181818176
2021-02-24 14:30:00,49200.75,49092.67,49134.93,49140.41,49140.09,49139.25,49175.39,49157.52,49139.69,49108.61,49143.38,49142.97181818181
2021-02-24 15:00:00,48661.0,48728.69,49158.95,49022.1,48920.44,49027.53,48905.7,49051.38,48961.44,48879.71,48894.19,48928.284545454546
2021-02-24 15:30:00,49321.43,49300.0,49469.01,49332.9,49505.5,49390.53,49480.42,49500.0,49551.02,49589.85,49456.14,49445.16363636364
2021-02-24 16:00:00,49640.73,49839.75,49883.39,49880.0,49804.18,49761.98,49763.75,49817.0,49794.71,49872.41,49751.01,49800.810000000005
2021-02-24 16:30:00,49537.17,49542.23,49646.16,49687.69,49673.71,49675.86,49695.5,49648.9,49641.5,49635.51,49680.04,49642.20636363637
2021-02-24 17:00:00,49717.23,49636.0,49819.58,49804.83,49849.66,49858.42,49819.0,49862.78,49852.75,49861.91,49840.25,49811.12818181818
2021-02-24 17:30:00,49704.36,49855.41,49844.52,49800.0,49839.03,49852.47,49840.25,49863.61,49849.75,49814.92,49869.98,49830.3909090909
2021-02-24 18:00:00,49600.0,49784.08,49800.63,49800.0,49710.01,49799.75,49730.25,49829.62,49763.0,49775.6,49805.48,49763.49272727273
2021-02-24 18:30:00,49700.0,49788.55,49852.39,49782.66,49841.48,49774.15,49853.33,49800.0,49820.0,49740.92,49892.24,49804.15636363637
2021-02-24 19:00:00,49444.96,49505.06,49525.0,49535.69,49493.12,49488.06,49529.0,49515.95,49495.09,49495.88,49500.0,49502.528181818176
2021-02-24 19:30:00,48997.6,49031.76,49146.48,49005.97,49045.29,49033.78,49075.25,49016.86,49056.56,49173.3,49085.76,49060.78272727272
2021-02-24 20:00:00,49144.07,48903.3,49084.49,48947.91,49021.0,48996.4,48959.75,49024.23,48963.83,48796.75,49085.26,48993.362727272724
2021-02-24 20:30:00,48909.5,48756.0,48776.14,48805.87,48795.17,48884.97,48755.0,49016.32,48950.89,48741.71,48795.99,48835.232727272734
2021-02-24 21:00:00,48378.35,48400.01,48459.44,48496.53,48493.77,48558.74,48560.62,48471.22,48499.5,48392.34,48449.66,48469.10727272728
2021-02-24 21:30:00,48413.49,48412.0,48464.04,48400.7,48378.91,48395.93,48454.5,48349.91,48404.25,48421.78,48380.0,48406.86454545455
2021-02-24 22:00:00,48252.47,48155.04,48384.97,48410.81,48390.65,48450.0,48326.75,48327.72,48416.25,48477.51,48399.13,48362.84545454546
2021-02-24 22:30:00,48864.19,48835.23,48724.91,48740.66,48777.77,48755.84,48740.25,48798.89,48813.0,48743.88,48778.0,48779.329090909094
2021-02-24 23:00:00,NO TRADES,49372.28,49232.69,49379.75,49324.11,49341.29,49336.68,49290.0,49322.62,49304.91,49355.88,49326.02099999999
2021-02-24 23:30:00,49603.44,49584.0,49554.82,49632.82,49628.28,49611.76,49620.25,49690.14,49594.83,49700.0,49615.81,49621.468181818185
