timestamp,ecart_type_bfly,ecart_type_bfnx,ecart_type_bnus,ecart_type_btrx,ecart_type_cbse,ecart_type_gmni,ecart_type_itbi,ecart_type_krkn,ecart_type_lmax,ecart_type_okcn,ecart_type_stmp,Global_mean
2021-02-24 08:30:00,0.0,134.78,121.4,122.49,121.76,137.04,111.35,119.32,110.61,126.08,131.98,112.43727272727273
2021-02-24 09:00:00,4.78,163.46,164.17,171.48,163.54,164.16,170.14,168.17,165.21,166.97,166.73,151.71
2021-02-24 09:30:00,30.25,154.67,157.33,151.15,148.58,157.66,154.39,154.72,154.96,160.97,154.31,143.54454545454544
2021-02-24 10:00:00,NO TRADES,223.28,229.12,227.51,216.37,219.35,221.17,215.92,230.06,199.56,220.67,220.301
2021-02-24 10:30:00,29.08,118.91,128.87,131.91,122.81,124.15,119.49,116.13,131.86,130.84,139.94,117.63545454545455
2021-02-24 11:00:00,30.09,165.68,166.65,181.85,170.65,191.52,175.48,169.73,174.84,177.24,185.8,162.68454545454546
2021-02-24 11:30:00,0.0,172.97,167.55,174.77,171.09,162.82,166.63,157.9,172.7,164.09,162.31,152.07545454545453
2021-02-24 12:00:00,0.0,225.99,226.82,233.89,228.23,228.91,235.02,224.84,218.03,215.05,221.75,205.32090909090905
2021-02-24 12:30:00,0.0,148.32,156.04,157.75,160.64,161.85,153.26,148.76,163.85,158.39,166.25,143.19181818181815
2021-02-24 13:00:00,337.27,465.05,466.45,454.18,468.19,455.17,456.44,458.74,429.99,447.64,477.76,446.9890909090909
2021-02-24 13:30:00,248.32,173.24,169.14,173.76,172.09,172.4,174.41,174.54,179.31,174.66,181.31,181.19818181818184
2021-02-24 14:00:00,161.93,150.25,139.13,154.6,141.35,140.56,133.07,144.8,151.41,146.63,143.07,146.07272727272726
2021-02-24 14:30:00,157.06,188.58,193.83,206.02,188.99,199.22,190.15,197.28,213.79,196.02,186.53,192.49727272727276
2021-02-24 15:00:00,222.01,325.68,312.94,320.69,311.27,320.89,315.03,335.17,317.62,297.32,310.59,308.11000000000007
2021-02-24 15:30:00,8.64,202.39,198.14,193.25,191.51,198.89,189.63,195.42,213.98,201.82,201.22,181.35363636363635
2021-02-24 16:00:00,221.45,175.85,174.78,175.16,165.14,175.44,167.49,172.51,169.18,171.92,169.37,176.20818181818183
2021-02-24 16:30:00,0.0,133.1,121.67,118.47,113.91,123.05,111.94,119.01,121.15,111.68,118.68,108.42363636363638
2021-02-24 17:00:00,30.88,172.67,158.36,146.63,157.11,159.78,152.87,154.89,135.72,152.62,168.49,144.54727272727274
2021-02-24 17:30:00,13.69,116.88,104.84,88.65,96.32,106.04,97.52,91.54,109.63,94.35,105.63,93.19000000000001
2021-02-24 18:00:00,0.0,151.76,148.98,130.67,147.71,148.67,153.5,152.9,152.42,140.81,157.29,134.97363636363636
2021-02-24 18:30:00,0.0,108.33,112.57,106.91,110.25,117.66,114.05,101.26,116.66,113.12,121.53,102.03090909090908
2021-02-24 19:00:00,0.0,89.42,86.65,87.1,83.46,87.03,80.04,82.49,82.82,77.94,85.5,76.58636363636364
2021-02-24 19:30:00,208.63,107.63,107.39,112.2,102.45,109.47,104.12,106.97,106.57,114.66,111.48,117.41545454545457
2021-02-24 20:00:00,0.0,139.28,130.58,140.8,128.41,131.04,127.46,142.44,130.79,128.04,131.82,120.9690909090909
2021-02-24 20:30:00,129.47,150.25,137.82,154.5,138.54,157.51,132.73,139.05,182.23,147.28,160.25,148.1481818181818
2021-02-24 21:00:00,232.86,271.88,277.41,280.27,290.76,283.32,278.58,282.34,302.38,300.08,291.44,281.02909090909094
2021-02-24 21:30:00,87.77,192.51,180.9,182.53,166.82,181.02,178.94,179.87,165.3,160.31,191.11,169.73454545454544
2021-02-24 22:00:00,55.78,164.3,164.94,163.44,151.16,153.45,154.24,156.64,144.61,158.18,159.09,147.80272727272725
2021-02-24 22:30:00,0.0,106.05,97.47,106.87,97.46,100.43,94.05,103.26,97.97,98.77,100.77,91.19090909090909
2021-02-24 23:00:00,NO TRADES,147.48,149.04,161.55,168.19,162.58,162.24,161.12,141.18,154.36,150.9,155.86400000000003
2021-02-24 23:30:00,54.35,91.0,95.68,82.69,92.49,97.98,93.84,94.33,89.68,87.53,93.96,88.50272727272727
